Time (s),Oxidizer Mass (kg),Fuel Mass (kg)
8.309,0.83932343,0.31102702
8.31,0.83910739,0.31093673
8.311,0.83889147,0.31084646
8.312,0.83867565,0.31075622
8.313,0.83845993,0.31066601
8.314,0.83824433,0.31057582
8.315,0.83802883,0.31048565
8.316,0.83781345,0.31039551
8.317,0.83759817,0.3103054
8.318,0.837383,0.31021531
8.319,0.83716794,0.31012524
8.32,0.83695298,0.3100352
8.321,0.83673814,0.30994519
8.322,0.8365234,0.3098552
8.323,0.83630877,0.30976524
8.324,0.83609424,0.3096753
8.325,0.83587983,0.30958539
8.326,0.83566552,0.3094955
8.327,0.83545132,0.30940564
8.328,0.83523723,0.3093158
8.329,0.83502324,0.30922599
8.33,0.83480936,0.3091362
8.331,0.83459559,0.30904644
8.332,0.83438193,0.3089567
8.333,0.83416837,0.30886699
8.334,0.83395492,0.30877731
8.335,0.83374158,0.30868765
8.336,0.83352834,0.30859801
8.337,0.83331522,0.3085084
8.338,0.83310219,0.30841881
8.339,0.83288928,0.30832925
8.34,0.83267647,0.30823972
8.341,0.83246377,0.30815021
8.342,0.83225117,0.30806072
8.343,0.83203869,0.30797126
8.344,0.8318263,0.30788183
8.345,0.83161403,0.30779242
8.346,0.83140186,0.30770303
8.347,0.83118979,0.30761367
8.348,0.83097784,0.30752434
8.349,0.83076598,0.30743503
8.35,0.83055424,0.30734574
8.351,0.8303426,0.30725648
8.352,0.83013107,0.30716725
8.353,0.82991964,0.30707804
8.354,0.82970832,0.30698885
8.355,0.8294971,0.30689969
8.356,0.82928599,0.30681055
8.357,0.82907498,0.30672144
8.358,0.82886408,0.30663236
8.359,0.82865329,0.3065433
8.36,0.8284426,0.30645426
8.361,0.82823201,0.30636525
8.362,0.82802154,0.30627626
8.363,0.82781116,0.3061873
8.364,0.82760089,0.30609837
8.365,0.82739073,0.30600945
8.366,0.82718067,0.30592057
8.367,0.82697072,0.30583171
8.368,0.82676087,0.30574287
8.369,0.82655113,0.30565406
8.37,0.82634149,0.30556527
8.371,0.82613195,0.30547651
8.372,0.82592252,0.30538777
8.373,0.8257132,0.30529905
8.374,0.82550397,0.30521037
8.375,0.82529486,0.3051217
8.376,0.82508584,0.30503306
8.377,0.82487694,0.30494445
8.378,0.82466813,0.30485586
8.379,0.82445943,0.30476729
8.38,0.82425083,0.30467875
8.381,0.82404234,0.30459024
8.382,0.82383395,0.30450174
8.383,0.82362567,0.30441328
8.384,0.82341749,0.30432484
8.385,0.82320941,0.30423642
8.386,0.82300144,0.30414803
8.387,0.82279357,0.30405966
8.388,0.8225858,0.30397131
8.389,0.82237814,0.303883
8.39,0.82217058,0.3037947
8.391,0.82196312,0.30370643
8.392,0.82175577,0.30361819
8.393,0.82154852,0.30352997
8.394,0.82134137,0.30344177
8.395,0.82113433,0.3033536
8.396,0.82092739,0.30326545
8.397,0.82072055,0.30317733
8.398,0.82051382,0.30308923
8.399,0.82030718,0.30300116
8.4,0.82010065,0.30291311
8.401,0.81989423,0.30282508
8.402,0.8196879,0.30273708
8.403,0.81948168,0.30264911
8.404,0.81927556,0.30256116
8.405,0.81906955,0.30247323
8.406,0.81886363,0.30238533
8.407,0.81865782,0.30229745
8.408,0.81845211,0.3022096
8.409,0.8182465,0.30212177
8.41,0.818041,0.30203396
8.411,0.81783559,0.30194618
8.412,0.81763029,0.30185842
8.413,0.81742509,0.30177069
8.414,0.81721999,0.30168298
8.415,0.817015,0.3015953
8.416,0.8168101,0.30150764
8.417,0.81660531,0.30142001
8.418,0.81640062,0.3013324
8.419,0.81619603,0.30124481
8.42,0.81599154,0.30115725
8.421,0.81578715,0.30106971
8.422,0.81558287,0.3009822
8.423,0.81537868,0.30089471
8.424,0.8151746,0.30080725
8.425,0.81497062,0.30071981
8.426,0.81476674,0.30063239
8.427,0.81456296,0.300545
8.428,0.81435928,0.30045763
8.429,0.8141557,0.30037029
8.43,0.81395223,0.30028297
8.431,0.81374885,0.30019567
8.432,0.81354557,0.3001084
8.433,0.8133424,0.30002115
8.434,0.81313932,0.29993393
8.435,0.81293635,0.29984673
8.436,0.81273348,0.29975956
8.437,0.8125307,0.29967241
8.438,0.81232803,0.29958528
8.439,0.81212546,0.29949818
8.44,0.81192299,0.2994111
8.441,0.81172061,0.29932405
8.442,0.81151834,0.29923702
8.443,0.81131617,0.29915001
8.444,0.8111141,0.29906303
8.445,0.81091213,0.29897607
8.446,0.81071025,0.29888914
8.447,0.81050848,0.29880223
8.448,0.81030681,0.29871534
8.449,0.81010523,0.29862848
8.45,0.80990376,0.29854164
8.451,0.80970239,0.29845483
8.452,0.80950111,0.29836804
8.453,0.80929994,0.29828127
8.454,0.80909886,0.29819453
8.455,0.80889788,0.29810781
8.456,0.80869701,0.29802111
8.457,0.80849623,0.29793444
8.458,0.80829555,0.2978478
8.459,0.80809497,0.29776118
8.46,0.80789449,0.29767458
8.461,0.8076941,0.297588
8.462,0.80749382,0.29750145
8.463,0.80729364,0.29741492
8.464,0.80709355,0.29732842
8.465,0.80689356,0.29724194
8.466,0.80669367,0.29715549
8.467,0.80649388,0.29706905
8.468,0.80629419,0.29698265
8.469,0.8060946,0.29689626
8.47,0.8058951,0.2968099
8.471,0.80569571,0.29672357
8.472,0.80549641,0.29663725
8.473,0.80529721,0.29655096
8.474,0.80509811,0.2964647
8.475,0.8048991,0.29637846
8.476,0.8047002,0.29629224
8.477,0.80450139,0.29620605
8.478,0.80430268,0.29611987
8.479,0.80410406,0.29603373
8.48,0.80390555,0.29594761
8.481,0.80370713,0.29586151
8.482,0.80350881,0.29577543
8.483,0.80331059,0.29568938
8.484,0.80311246,0.29560335
8.485,0.80291444,0.29551735
8.486,0.80271651,0.29543136
8.487,0.80251868,0.29534541
8.488,0.80232094,0.29525947
8.489,0.8021233,0.29517356
8.49,0.80192576,0.29508768
8.491,0.80172832,0.29500181
8.492,0.80153097,0.29491597
8.493,0.80133372,0.29483016
8.494,0.80113657,0.29474437
8.495,0.80093951,0.2946586
8.496,0.80074255,0.29457285
8.497,0.80054569,0.29448713
8.498,0.80034892,0.29440143
8.499,0.80015225,0.29431576
8.5,0.79995568,0.29423011
8.501,0.7997592,0.29414448
8.502,0.79956282,0.29405887
8.503,0.79936654,0.29397329
8.504,0.79917035,0.29388774
8.505,0.79897426,0.2938022
8.506,0.79877827,0.29371669
8.507,0.79858237,0.29363121
8.508,0.79838657,0.29354574
8.509,0.79819086,0.2934603
8.51,0.79799525,0.29337489
8.511,0.79779973,0.29328949
8.512,0.79760431,0.29320412
8.513,0.79740899,0.29311878
8.514,0.79721376,0.29303345
8.515,0.79701863,0.29294815
8.516,0.7968236,0.29286288
8.517,0.79662865,0.29277762
8.518,0.79643381,0.29269239
8.519,0.79623906,0.29260719
8.52,0.7960444,0.29252201
8.521,0.79584984,0.29243685
8.522,0.79565538,0.29235171
8.523,0.79546101,0.2922666
8.524,0.79526674,0.29218151
8.525,0.79507256,0.29209644
8.526,0.79487847,0.2920114
8.527,0.79468449,0.29192638
8.528,0.79449059,0.29184138
8.529,0.79429679,0.29175641
8.53,0.79410309,0.29167145
8.531,0.79390948,0.29158653
8.532,0.79371596,0.29150162
8.533,0.79352254,0.29141674
8.534,0.79332922,0.29133189
8.535,0.79313598,0.29124705
8.536,0.79294285,0.29116224
8.537,0.7927498,0.29107745
8.538,0.79255685,0.29099269
8.539,0.792364,0.29090794
8.54,0.79217124,0.29082323
8.541,0.79197857,0.29073853
8.542,0.791786,0.29065386
8.543,0.79159352,0.29056921
8.544,0.79140114,0.29048458
8.545,0.79120885,0.29039998
8.546,0.79101665,0.2903154
8.547,0.79082455,0.29023084
8.548,0.79063254,0.29014631
8.549,0.79044063,0.2900618
8.55,0.7902488,0.28997731
8.551,0.79005708,0.28989284
8.552,0.78986544,0.2898084
8.553,0.7896739,0.28972398
8.554,0.78948245,0.28963959
8.555,0.7892911,0.28955521
8.556,0.78909984,0.28947086
8.557,0.78890867,0.28938654
8.558,0.78871759,0.28930223
8.559,0.78852661,0.28921795
8.56,0.78833572,0.28913369
8.561,0.78814493,0.28904946
8.562,0.78795422,0.28896524
8.563,0.78776361,0.28888105
8.564,0.7875731,0.28879689
8.565,0.78738267,0.28871274
8.566,0.78719234,0.28862862
8.567,0.7870021,0.28854453
8.568,0.78681195,0.28846045
8.569,0.7866219,0.2883764
8.57,0.78643194,0.28829237
8.571,0.78624207,0.28820836
8.572,0.78605229,0.28812438
8.573,0.7858626,0.28804042
8.574,0.78567301,0.28795648
8.575,0.78548351,0.28787256
8.576,0.7852941,0.28778867
8.577,0.78510478,0.2877048
8.578,0.78491556,0.28762096
8.579,0.78472643,0.28753713
8.58,0.78453739,0.28745333
8.581,0.78434844,0.28736955
8.582,0.78415958,0.28728579
8.583,0.78397082,0.28720206
8.584,0.78378214,0.28711835
8.585,0.78359356,0.28703466
8.586,0.78340507,0.286951
8.587,0.78321667,0.28686736
8.588,0.78302836,0.28678374
8.589,0.78284014,0.28670014
8.59,0.78265202,0.28661656
8.591,0.78246399,0.28653301
8.592,0.78227604,0.28644948
8.593,0.78208819,0.28636598
8.594,0.78190043,0.28628249
8.595,0.78171276,0.28619903
8.596,0.78152518,0.28611559
8.597,0.7813377,0.28603218
8.598,0.7811503,0.28594878
8.599,0.78096299,0.28586541
8.6,0.78077578,0.28578207
8.601,0.78058865,0.28569874
8.602,0.78040162,0.28561544
8.603,0.78021468,0.28553216
8.604,0.78002782,0.2854489
8.605,0.77984106,0.28536566
8.606,0.77965439,0.28528245
8.607,0.77946781,0.28519926
8.608,0.77928132,0.28511609
8.609,0.77909492,0.28503295
8.61,0.77890861,0.28494982
8.611,0.77872239,0.28486672
8.612,0.77853625,0.28478364
8.613,0.77835021,0.28470059
8.614,0.77816426,0.28461755
8.615,0.7779784,0.28453454
8.616,0.77779263,0.28445156
8.617,0.77760695,0.28436859
8.618,0.77742136,0.28428565
8.619,0.77723586,0.28420273
8.62,0.77705045,0.28411983
8.621,0.77686512,0.28403695
8.622,0.77667989,0.2839541
8.623,0.77649475,0.28387126
8.624,0.77630969,0.28378846
8.625,0.77612473,0.28370567
8.626,0.77593985,0.2836229
8.627,0.77575507,0.28354016
8.628,0.77557037,0.28345744
8.629,0.77538576,0.28337474
8.63,0.77520125,0.28329207
8.631,0.77501682,0.28320942
8.632,0.77483248,0.28312679
8.633,0.77464822,0.28304418
8.634,0.77446406,0.28296159
8.635,0.77427999,0.28287903
8.636,0.774096,0.28279648
8.637,0.77391211,0.28271397
8.638,0.7737283,0.28263147
8.639,0.77354458,0.28254899
8.64,0.77336095,0.28246654
8.641,0.77317741,0.28238411
8.642,0.77299395,0.2823017
8.643,0.77281059,0.28221931
8.644,0.77262731,0.28213695
8.645,0.77244412,0.28205461
8.646,0.77226102,0.28197229
8.647,0.77207801,0.28188999
8.648,0.77189508,0.28180772
8.649,0.77171225,0.28172546
8.65,0.7715295,0.28164323
8.651,0.77134684,0.28156102
8.652,0.77116427,0.28147884
8.653,0.77098178,0.28139667
8.654,0.77079939,0.28131453
8.655,0.77061708,0.28123241
8.656,0.77043486,0.28115031
8.657,0.77025272,0.28106823
8.658,0.77007068,0.28098618
8.659,0.76988872,0.28090414
8.66,0.76970685,0.28082213
8.661,0.76952506,0.28074015
8.662,0.76934337,0.28065818
8.663,0.76916176,0.28057624
8.664,0.76898023,0.28049431
8.665,0.7687988,0.28041241
8.666,0.76861745,0.28033053
8.667,0.76843619,0.28024868
8.668,0.76825502,0.28016684
8.669,0.76807393,0.28008503
8.67,0.76789293,0.28000324
8.671,0.76771202,0.27992147
8.672,0.76753119,0.27983972
8.673,0.76735046,0.279758
8.674,0.7671698,0.2796763
8.675,0.76698924,0.27959462
8.676,0.76680876,0.27951296
8.677,0.76662837,0.27943132
8.678,0.76644806,0.2793497
8.679,0.76626784,0.27926811
8.68,0.76608771,0.27918654
8.681,0.76590766,0.27910499
8.682,0.7657277,0.27902346
8.683,0.76554783,0.27894195
8.684,0.76536804,0.27886047
8.685,0.76518834,0.27877901
8.686,0.76500872,0.27869757
8.687,0.76482919,0.27861615
8.688,0.76464975,0.27853475
8.689,0.76447039,0.27845338
8.69,0.76429112,0.27837202
8.691,0.76411193,0.27829069
8.692,0.76393283,0.27820938
8.693,0.76375382,0.27812809
8.694,0.76357489,0.27804683
8.695,0.76339604,0.27796558
8.696,0.76321728,0.27788436
8.697,0.76303861,0.27780316
8.698,0.76286003,0.27772198
8.699,0.76268152,0.27764082
8.7,0.76250311,0.27755968
8.701,0.76232478,0.27747857
8.702,0.76214653,0.27739747
8.703,0.76196837,0.2773164
8.704,0.7617903,0.27723535
8.705,0.76161231,0.27715432
8.706,0.7614344,0.27707332
8.707,0.76125658,0.27699233
8.708,0.76107884,0.27691137
8.709,0.76090119,0.27683043
8.71,0.76072363,0.27674951
8.711,0.76054615,0.27666861
8.712,0.76036875,0.27658773
8.713,0.76019144,0.27650688
8.714,0.76001421,0.27642604
8.715,0.75983707,0.27634523
8.716,0.75966001,0.27626444
8.717,0.75948304,0.27618367
8.718,0.75930615,0.27610292
8.719,0.75912935,0.2760222
8.72,0.75895263,0.27594149
8.721,0.75877599,0.27586081
8.722,0.75859944,0.27578015
8.723,0.75842297,0.27569951
8.724,0.75824659,0.27561889
8.725,0.75807029,0.27553829
8.726,0.75789407,0.27545772
8.727,0.75771794,0.27537716
8.728,0.75754189,0.27529663
8.729,0.75736593,0.27521612
8.73,0.75719005,0.27513563
8.731,0.75701425,0.27505516
8.732,0.75683854,0.27497471
8.733,0.75666291,0.27489429
8.734,0.75648737,0.27481388
8.735,0.75631191,0.2747335
8.736,0.75613653,0.27465314
8.737,0.75596123,0.2745728
8.738,0.75578602,0.27449248
8.739,0.75561089,0.27441218
8.74,0.75543585,0.27433191
8.741,0.75526089,0.27425165
8.742,0.75508601,0.27417142
8.743,0.75491122,0.27409121
8.744,0.7547365,0.27401102
8.745,0.75456187,0.27393085
8.746,0.75438733,0.2738507
8.747,0.75421287,0.27377057
8.748,0.75403849,0.27369046
8.749,0.75386419,0.27361038
8.75,0.75368997,0.27353032
8.751,0.75351584,0.27345027
8.752,0.75334179,0.27337025
8.753,0.75316783,0.27329025
8.754,0.75299394,0.27321028
8.755,0.75282014,0.27313032
8.756,0.75264642,0.27305038
8.757,0.75247279,0.27297047
8.758,0.75229923,0.27289057
8.759,0.75212576,0.2728107
8.76,0.75195237,0.27273085
8.761,0.75177906,0.27265102
8.762,0.75160584,0.27257121
8.763,0.75143269,0.27249142
8.764,0.75125963,0.27241166
8.765,0.75108666,0.27233191
8.766,0.75091376,0.27225219
8.767,0.75074094,0.27217248
8.768,0.75056821,0.2720928
8.769,0.75039556,0.27201314
8.77,0.75022299,0.2719335
8.771,0.7500505,0.27185388
8.772,0.7498781,0.27177428
8.773,0.74970577,0.27169471
8.774,0.74953353,0.27161515
8.775,0.74936137,0.27153562
8.776,0.74918929,0.2714561
8.777,0.74901729,0.27137661
8.778,0.74884537,0.27129714
8.779,0.74867354,0.27121769
8.78,0.74850178,0.27113826
8.781,0.74833011,0.27105885
8.782,0.74815852,0.27097946
8.783,0.74798701,0.2709001
8.784,0.74781558,0.27082075
8.785,0.74764423,0.27074142
8.786,0.74747296,0.27066212
8.787,0.74730178,0.27058284
8.788,0.74713067,0.27050358
8.789,0.74695964,0.27042434
8.79,0.7467887,0.27034512
8.791,0.74661784,0.27026592
8.792,0.74644705,0.27018674
8.793,0.74627635,0.27010758
8.794,0.74610573,0.27002844
8.795,0.74593519,0.26994933
8.796,0.74576473,0.26987023
8.797,0.74559435,0.26979116
8.798,0.74542405,0.26971211
8.799,0.74525383,0.26963307
8.8,0.74508369,0.26955406
8.801,0.74491363,0.26947507
8.802,0.74474366,0.2693961
8.803,0.74457376,0.26931715
8.804,0.74440394,0.26923822
8.805,0.7442342,0.26915932
8.806,0.74406454,0.26908043
8.807,0.74389497,0.26900156
8.808,0.74372547,0.26892272
8.809,0.74355605,0.2688439
8.81,0.74338671,0.26876509
8.811,0.74321745,0.26868631
8.812,0.74304827,0.26860755
8.813,0.74287917,0.26852881
8.814,0.74271015,0.26845008
8.815,0.74254121,0.26837138
8.816,0.74237235,0.26829271
8.817,0.74220357,0.26821405
8.818,0.74203487,0.26813541
8.819,0.74186625,0.26805679
8.82,0.74169771,0.2679782
8.821,0.74152924,0.26789962
8.822,0.74136086,0.26782106
8.823,0.74119255,0.26774253
8.824,0.74102433,0.26766402
8.825,0.74085618,0.26758552
8.826,0.74068811,0.26750705
8.827,0.74052012,0.2674286
8.828,0.74035221,0.26735017
8.829,0.74018438,0.26727176
8.83,0.74001663,0.26719336
8.831,0.73984896,0.26711499
8.832,0.73968136,0.26703665
8.833,0.73951385,0.26695832
8.834,0.73934641,0.26688001
8.835,0.73917905,0.26680172
8.836,0.73901177,0.26672345
8.837,0.73884457,0.26664521
8.838,0.73867745,0.26656698
8.839,0.7385104,0.26648878
8.84,0.73834344,0.26641059
8.841,0.73817655,0.26633243
8.842,0.73800974,0.26625428
8.843,0.73784301,0.26617616
8.844,0.73767636,0.26609806
8.845,0.73750978,0.26601997
8.846,0.73734329,0.26594191
8.847,0.73717687,0.26586387
8.848,0.73701053,0.26578585
8.849,0.73684426,0.26570785
8.85,0.73667808,0.26562987
8.851,0.73651197,0.26555191
8.852,0.73634594,0.26547397
8.853,0.73617999,0.26539605
8.854,0.73601412,0.26531815
8.855,0.73584832,0.26524027
8.856,0.7356826,0.26516241
8.857,0.73551696,0.26508458
8.858,0.7353514,0.26500676
8.859,0.73518591,0.26492896
8.86,0.73502051,0.26485119
8.861,0.73485518,0.26477343
8.862,0.73468992,0.26469569
8.863,0.73452475,0.26461798
8.864,0.73435965,0.26454028
8.865,0.73419463,0.26446261
8.866,0.73402968,0.26438495
8.867,0.73386481,0.26430732
8.868,0.73370002,0.2642297
8.869,0.73353531,0.26415211
8.87,0.73337067,0.26407454
8.871,0.73320611,0.26399698
8.872,0.73304163,0.26391945
8.873,0.73287723,0.26384194
8.874,0.7327129,0.26376444
8.875,0.73254865,0.26368697
8.876,0.73238447,0.26360952
8.877,0.73222037,0.26353209
8.878,0.73205635,0.26345468
8.879,0.7318924,0.26337728
8.88,0.73172853,0.26329991
8.881,0.73156474,0.26322256
8.882,0.73140103,0.26314523
8.883,0.73123739,0.26306792
8.884,0.73107382,0.26299063
8.885,0.73091034,0.26291336
8.886,0.73074693,0.26283611
8.887,0.73058359,0.26275888
8.888,0.73042033,0.26268167
8.889,0.73025715,0.26260448
8.89,0.73009404,0.26252731
8.891,0.72993101,0.26245016
8.892,0.72976806,0.26237303
8.893,0.72960518,0.26229592
8.894,0.72944238,0.26221883
8.895,0.72927965,0.26214176
8.896,0.729117,0.26206471
8.897,0.72895442,0.26198768
8.898,0.72879193,0.26191067
8.899,0.7286295,0.26183368
8.9,0.72846715,0.26175671
8.901,0.72830488,0.26167976
8.902,0.72814268,0.26160283
8.903,0.72798056,0.26152592
8.904,0.72781852,0.26144903
8.905,0.72765654,0.26137216
8.906,0.72749465,0.26129531
8.907,0.72733283,0.26121848
8.908,0.72717108,0.26114167
8.909,0.72700941,0.26106488
8.91,0.72684782,0.26098811
8.911,0.7266863,0.26091136
8.912,0.72652485,0.26083463
8.913,0.72636349,0.26075792
8.914,0.72620219,0.26068123
8.915,0.72604097,0.26060456
8.916,0.72587983,0.26052791
8.917,0.72571876,0.26045128
8.918,0.72555776,0.26037467
8.919,0.72539684,0.26029808
8.92,0.725236,0.26022151
8.921,0.72507522,0.26014496
8.922,0.72491453,0.26006843
8.923,0.72475391,0.25999191
8.924,0.72459336,0.25991542
8.925,0.72443289,0.25983895
8.926,0.72427249,0.2597625
8.927,0.72411216,0.25968607
8.928,0.72395191,0.25960965
8.929,0.72379174,0.25953326
8.93,0.72363164,0.25945689
8.931,0.72347161,0.25938054
8.932,0.72331166,0.2593042
8.933,0.72315178,0.25922789
8.934,0.72299197,0.2591516
8.935,0.72283224,0.25907532
8.936,0.72267259,0.25899907
8.937,0.72251301,0.25892283
8.938,0.7223535,0.25884662
8.939,0.72219406,0.25877042
8.94,0.7220347,0.25869425
8.941,0.72187541,0.25861809
8.942,0.7217162,0.25854196
8.943,0.72155706,0.25846584
8.944,0.72139799,0.25838974
8.945,0.721239,0.25831367
8.946,0.72108008,0.25823761
8.947,0.72092124,0.25816157
8.948,0.72076246,0.25808556
8.949,0.72060377,0.25800956
8.95,0.72044514,0.25793358
8.951,0.72028659,0.25785762
8.952,0.72012811,0.25778168
8.953,0.7199697,0.25770576
8.954,0.71981137,0.25762986
8.955,0.71965311,0.25755398
8.956,0.71949493,0.25747812
8.957,0.71933681,0.25740228
8.958,0.71917877,0.25732645
8.959,0.71902081,0.25725065
8.96,0.71886291,0.25717487
8.961,0.71870509,0.25709911
8.962,0.71854734,0.25702336
8.963,0.71838967,0.25694764
8.964,0.71823207,0.25687193
8.965,0.71807454,0.25679625
8.966,0.71791708,0.25672058
8.967,0.71775969,0.25664494
8.968,0.71760238,0.25656931
8.969,0.71744514,0.2564937
8.97,0.71728797,0.25641811
8.971,0.71713088,0.25634255
8.972,0.71697386,0.256267
8.973,0.71681691,0.25619147
8.974,0.71666003,0.25611596
8.975,0.71650323,0.25604047
8.976,0.71634649,0.255965
8.977,0.71618983,0.25588954
8.978,0.71603324,0.25581411
8.979,0.71587673,0.2557387
8.98,0.71572028,0.25566331
8.981,0.71556391,0.25558793
8.982,0.71540761,0.25551258
8.983,0.71525138,0.25543724
8.984,0.71509523,0.25536193
8.985,0.71493914,0.25528663
8.986,0.71478313,0.25521135
8.987,0.71462719,0.2551361
8.988,0.71447132,0.25506086
8.989,0.71431553,0.25498564
8.99,0.7141598,0.25491044
8.991,0.71400415,0.25483526
8.992,0.71384857,0.2547601
8.993,0.71369306,0.25468496
8.994,0.71353763,0.25460984
8.995,0.71338226,0.25453473
8.996,0.71322697,0.25445965
8.997,0.71307175,0.25438459
8.998,0.7129166,0.25430954
8.999,0.71276152,0.25423452
9,0.71260651,0.25415951
9.001,0.71245158,0.25408453
9.002,0.71229671,0.25400956
9.003,0.71214192,0.25393461
9.004,0.7119872,0.25385968
9.005,0.71183255,0.25378477
9.006,0.71167797,0.25370988
9.007,0.71152346,0.25363501
9.008,0.71136903,0.25356016
9.009,0.71121466,0.25348533
9.01,0.71106037,0.25341052
9.011,0.71090614,0.25333572
9.012,0.71075199,0.25326095
9.013,0.71059791,0.25318619
9.014,0.7104439,0.25311146
9.015,0.71028996,0.25303674
9.016,0.71013609,0.25296204
9.017,0.70998229,0.25288736
9.018,0.70982857,0.2528127
9.019,0.70967491,0.25273806
9.02,0.70952132,0.25266344
9.021,0.70936781,0.25258884
9.022,0.70921436,0.25251426
9.023,0.70906099,0.25243969
9.024,0.70890768,0.25236515
9.025,0.70875445,0.25229062
9.026,0.70860129,0.25221612
9.027,0.70844819,0.25214163
9.028,0.70829517,0.25206716
9.029,0.70814222,0.25199271
9.03,0.70798934,0.25191829
9.031,0.70783652,0.25184387
9.032,0.70768378,0.25176948
9.033,0.70753111,0.25169511
9.034,0.70737851,0.25162076
9.035,0.70722598,0.25154642
9.036,0.70707352,0.25147211
9.037,0.70692112,0.25139781
9.038,0.7067688,0.25132353
9.039,0.70661655,0.25124927
9.04,0.70646437,0.25117504
9.041,0.70631225,0.25110081
9.042,0.70616021,0.25102661
9.043,0.70600824,0.25095243
9.044,0.70585633,0.25087827
9.045,0.7057045,0.25080412
9.046,0.70555274,0.25073
9.047,0.70540104,0.25065589
9.048,0.70524941,0.2505818
9.049,0.70509786,0.25050774
9.05,0.70494637,0.25043369
9.051,0.70479495,0.25035966
9.052,0.70464361,0.25028564
9.053,0.70449233,0.25021165
9.054,0.70434112,0.25013768
9.055,0.70418998,0.25006372
9.056,0.7040389,0.24998979
9.057,0.7038879,0.24991587
9.058,0.70373697,0.24984197
9.059,0.7035861,0.24976809
9.06,0.70343531,0.24969423
9.061,0.70328458,0.24962039
9.062,0.70313392,0.24954656
9.063,0.70298334,0.24947276
9.064,0.70283282,0.24939897
9.065,0.70268236,0.24932521
9.066,0.70253198,0.24925146
9.067,0.70238167,0.24917773
9.068,0.70223142,0.24910402
9.069,0.70208125,0.24903033
9.07,0.70193114,0.24895666
9.071,0.7017811,0.248883
9.072,0.70163113,0.24880937
9.073,0.70148122,0.24873575
9.074,0.70133139,0.24866216
9.075,0.70118162,0.24858858
9.076,0.70103193,0.24851502
9.077,0.7008823,0.24844148
9.078,0.70073273,0.24836795
9.079,0.70058324,0.24829445
9.08,0.70043382,0.24822096
9.081,0.70028446,0.2481475
9.082,0.70013517,0.24807405
9.083,0.69998595,0.24800062
9.084,0.6998368,0.24792721
9.085,0.69968771,0.24785382
9.086,0.6995387,0.24778045
9.087,0.69938975,0.24770709
9.088,0.69924086,0.24763376
9.089,0.69909205,0.24756044
9.09,0.69894331,0.24748714
9.091,0.69879463,0.24741386
9.092,0.69864602,0.2473406
9.093,0.69849747,0.24726736
9.094,0.698349,0.24719413
9.095,0.69820059,0.24712093
9.096,0.69805225,0.24704774
9.097,0.69790398,0.24697457
9.098,0.69775577,0.24690142
9.099,0.69760763,0.24682829
9.1,0.69745956,0.24675518
9.101,0.69731156,0.24668209
9.102,0.69716362,0.24660901
9.103,0.69701575,0.24653595
9.104,0.69686795,0.24646292
9.105,0.69672022,0.2463899
9.106,0.69657255,0.2463169
9.107,0.69642495,0.24624391
9.108,0.69627742,0.24617095
9.109,0.69612995,0.246098
9.11,0.69598255,0.24602508
9.111,0.69583522,0.24595217
9.112,0.69568795,0.24587928
9.113,0.69554075,0.24580641
9.114,0.69539362,0.24573355
9.115,0.69524655,0.24566072
9.116,0.69509955,0.2455879
9.117,0.69495262,0.2455151
9.118,0.69480576,0.24544232
9.119,0.69465896,0.24536956
9.12,0.69451222,0.24529682
9.121,0.69436556,0.2452241
9.122,0.69421896,0.24515139
9.123,0.69407242,0.2450787
9.124,0.69392596,0.24500603
9.125,0.69377956,0.24493338
9.126,0.69363322,0.24486075
9.127,0.69348696,0.24478814
9.128,0.69334075,0.24471554
9.129,0.69319462,0.24464296
9.13,0.69304855,0.2445704
9.131,0.69290254,0.24449786
9.132,0.69275661,0.24442534
9.133,0.69261074,0.24435284
9.134,0.69246493,0.24428035
9.135,0.69231919,0.24420788
9.136,0.69217352,0.24413544
9.137,0.69202791,0.24406301
9.138,0.69188237,0.24399059
9.139,0.69173689,0.2439182
9.14,0.69159148,0.24384582
9.141,0.69144614,0.24377347
9.142,0.69130086,0.24370113
9.143,0.69115565,0.2436288
9.144,0.6910105,0.2435565
9.145,0.69086542,0.24348422
9.146,0.6907204,0.24341195
9.147,0.69057545,0.2433397
9.148,0.69043056,0.24326747
9.149,0.69028574,0.24319526
9.15,0.69014099,0.24312307
9.151,0.6899963,0.24305089
9.152,0.68985167,0.24297874
9.153,0.68970711,0.2429066
9.154,0.68956262,0.24283448
9.155,0.68941819,0.24276237
9.156,0.68927383,0.24269029
9.157,0.68912953,0.24261822
9.158,0.6889853,0.24254617
9.159,0.68884113,0.24247414
9.16,0.68869702,0.24240213
9.161,0.68855298,0.24233014
9.162,0.68840901,0.24225816
9.163,0.6882651,0.2421862
9.164,0.68812126,0.24211427
9.165,0.68797748,0.24204234
9.166,0.68783376,0.24197044
9.167,0.68769011,0.24189855
9.168,0.68754652,0.24182669
9.169,0.687403,0.24175484
9.17,0.68725954,0.24168301
9.171,0.68711615,0.24161119
9.172,0.68697282,0.2415394
9.173,0.68682955,0.24146762
9.174,0.68668635,0.24139586
9.175,0.68654322,0.24132412
9.176,0.68640014,0.24125239
9.177,0.68625713,0.24118069
9.178,0.68611419,0.241109
9.179,0.68597131,0.24103733
9.18,0.68582849,0.24096568
9.181,0.68568574,0.24089404
9.182,0.68554305,0.24082243
