Time (s),Oxidizer Mass (kg),Fuel Mass (kg)
5.769,2.1039306,0.66386375
5.77,2.1022416,0.66357868
5.771,2.1005527,0.66329362
5.772,2.0988639,0.66300856
5.773,2.0971752,0.66272352
5.774,2.0954866,0.6624385
5.775,2.0937981,0.66215348
5.776,2.0921097,0.66186847
5.777,2.0904214,0.66158347
5.778,2.0887332,0.66129849
5.779,2.087045,0.66101351
5.78,2.085357,0.66072855
5.781,2.0836691,0.6604436
5.782,2.0819812,0.66015866
5.783,2.0802935,0.65987373
5.784,2.0786058,0.65958881
5.785,2.0769183,0.6593039
5.786,2.0752308,0.659019
5.787,2.0735435,0.65873412
5.788,2.0718562,0.65844924
5.789,2.070169,0.65816438
5.79,2.068482,0.65787953
5.791,2.066795,0.65759469
5.792,2.0651081,0.65730986
5.793,2.0634213,0.65702504
5.794,2.0617346,0.65674023
5.795,2.060048,0.65645543
5.796,2.0583615,0.65617064
5.797,2.0566751,0.65588587
5.798,2.0549888,0.6556011
5.799,2.0533026,0.65531635
5.8,2.0516165,0.65503161
5.801,2.0499304,0.65474688
5.802,2.0482445,0.65446216
5.803,2.0465587,0.65417745
5.804,2.0448729,0.65389275
5.805,2.0431873,0.65360806
5.806,2.0415018,0.65332339
5.807,2.0398163,0.65303872
5.808,2.038131,0.65275407
5.809,2.0364457,0.65246943
5.81,2.0347605,0.65218479
5.811,2.0330755,0.65190017
5.812,2.0313905,0.65161556
5.813,2.0297056,0.65133096
5.814,2.0280209,0.65104638
5.815,2.0263362,0.6507618
5.816,2.0246516,0.65047724
5.817,2.0229671,0.65019268
5.818,2.0212827,0.64990814
5.819,2.0195984,0.64962361
5.82,2.0179142,0.64933908
5.821,2.0162301,0.64905457
5.822,2.0145461,0.64877007
5.823,2.0128622,0.64848559
5.824,2.0111784,0.64820111
5.825,2.0094946,0.64791664
5.826,2.007811,0.64763219
5.827,2.0061275,0.64734774
5.828,2.004444,0.64706331
5.829,2.0027607,0.64677889
5.83,2.0010775,0.64649448
5.831,1.9993943,0.64621008
5.832,1.9977113,0.64592569
5.833,1.9960283,0.64564131
5.834,1.9943454,0.64535695
5.835,1.9926627,0.64507259
5.836,1.99098,0.64478825
5.837,1.9892974,0.64450391
5.838,1.987615,0.64421959
5.839,1.9859326,0.64393528
5.84,1.9842503,0.64365098
5.841,1.9825681,0.64336669
5.842,1.980886,0.64308241
5.843,1.979204,0.64279814
5.844,1.9775221,0.64251389
5.845,1.9758403,0.64222964
5.846,1.9741586,0.64194541
5.847,1.972477,0.64166119
5.848,1.9707955,0.64137697
5.849,1.9691141,0.64109277
5.85,1.9674327,0.64080858
5.851,1.9657515,0.6405244
5.852,1.9640704,0.64024024
5.853,1.9623893,0.63995608
5.854,1.9607084,0.63967193
5.855,1.9590275,0.6393878
5.856,1.9573468,0.63910368
5.857,1.9556661,0.63881956
5.858,1.9539856,0.63853546
5.859,1.9523051,0.63825137
5.86,1.9506248,0.63796729
5.861,1.9489445,0.63768322
5.862,1.9472643,0.63739917
5.863,1.9455842,0.63711512
5.864,1.9439043,0.63683109
5.865,1.9422244,0.63654706
5.866,1.9405446,0.63626305
5.867,1.9388649,0.63597905
5.868,1.9371853,0.63569506
5.869,1.9355058,0.63541108
5.87,1.9338264,0.63512711
5.871,1.9321471,0.63484315
5.872,1.9304679,0.6345592
5.873,1.9287887,0.63427527
5.874,1.9271097,0.63399134
5.875,1.9254308,0.63370743
5.876,1.923752,0.63342353
5.877,1.9220732,0.63313964
5.878,1.9203946,0.63285576
5.879,1.9187161,0.63257189
5.88,1.9170376,0.63228803
5.881,1.9153593,0.63200418
5.882,1.913681,0.63172035
5.883,1.9120029,0.63143652
5.884,1.9103248,0.63115271
5.885,1.9086468,0.6308689
5.886,1.906969,0.63058511
5.887,1.9052912,0.63030133
5.888,1.9036135,0.63001756
5.889,1.901936,0.6297338
5.89,1.9002585,0.62945006
5.891,1.8985811,0.62916632
5.892,1.8969038,0.62888259
5.893,1.8952266,0.62859888
5.894,1.8935495,0.62831518
5.895,1.8918725,0.62803148
5.896,1.8901956,0.6277478
5.897,1.8885188,0.62746413
5.898,1.8868421,0.62718047
5.899,1.8851655,0.62689683
5.9,1.8834889,0.62661319
5.901,1.8818125,0.62632956
5.902,1.8801362,0.62604595
5.903,1.87846,0.62576234
5.904,1.8767838,0.62547875
5.905,1.8751078,0.62519517
5.906,1.8734318,0.6249116
5.907,1.871756,0.62462804
5.908,1.8700802,0.62434449
5.909,1.8684046,0.62406095
5.91,1.866729,0.62377743
5.911,1.8650536,0.62349391
5.912,1.8633782,0.62321041
5.913,1.8617029,0.62292692
5.914,1.8600278,0.62264343
5.915,1.8583527,0.62235996
5.916,1.8566777,0.6220765
5.917,1.8550028,0.62179305
5.918,1.853328,0.62150962
5.919,1.8516533,0.62122619
5.92,1.8499787,0.62094277
5.921,1.8483042,0.62065937
5.922,1.8466298,0.62037598
5.923,1.8449555,0.62009259
5.924,1.8432813,0.61980922
5.925,1.8427292,0.61965613
5.926,1.8421762,0.61950289
5.927,1.8416222,0.61934951
5.928,1.8410673,0.61919598
5.929,1.8405115,0.61904233
5.93,1.8399548,0.61888853
5.931,1.8393972,0.6187346
5.932,1.8388388,0.61858053
5.933,1.8382795,0.61842634
5.934,1.8377193,0.61827201
5.935,1.8371583,0.61811755
5.936,1.8365964,0.61796296
5.937,1.8360337,0.61780825
5.938,1.8354701,0.61765341
5.939,1.8349058,0.61749845
5.94,1.8343406,0.61734337
5.941,1.8337747,0.61718816
5.942,1.8332079,0.61703284
5.943,1.8326404,0.61687739
5.944,1.8320721,0.61672183
5.945,1.831503,0.61656615
5.946,1.8309332,0.61641036
5.947,1.8303626,0.61625446
5.948,1.8297912,0.61609844
5.949,1.8292192,0.61594231
5.95,1.8286464,0.61578607
5.951,1.8280728,0.61562972
5.952,1.8274986,0.61547327
5.953,1.8269236,0.6153167
5.954,1.826348,0.61516004
5.955,1.8257716,0.61500327
5.956,1.8251946,0.61484639
5.957,1.8246169,0.61468942
5.958,1.8240385,0.61453234
5.959,1.8234595,0.61437516
5.96,1.8228798,0.61421789
5.961,1.8222994,0.61406052
5.962,1.8217184,0.61390305
5.963,1.8211368,0.61374548
5.964,1.8205545,0.61358783
5.965,1.8199716,0.61343007
5.966,1.8193881,0.61327223
5.967,1.818804,0.6131143
5.968,1.8182192,0.61295627
5.969,1.8176339,0.61279816
5.97,1.817048,0.61263995
5.971,1.8164615,0.61248166
5.972,1.8158744,0.61232329
5.973,1.8152867,0.61216483
5.974,1.8146985,0.61200628
5.975,1.8141097,0.61184765
5.976,1.8135203,0.61168894
5.977,1.8129304,0.61153015
5.978,1.81234,0.61137127
5.979,1.811749,0.61121232
5.98,1.8111575,0.61105328
5.981,1.8105654,0.61089417
5.982,1.8099729,0.61073498
5.983,1.8093798,0.61057572
5.984,1.8087862,0.61041638
5.985,1.8081921,0.61025697
5.986,1.8075975,0.61009748
5.987,1.8070024,0.60993792
5.988,1.8064068,0.60977828
5.989,1.8058107,0.60961858
5.99,1.8052142,0.6094588
5.991,1.8046172,0.60929896
5.992,1.8040197,0.60913904
5.993,1.8034217,0.60897906
5.994,1.8028233,0.60881901
5.995,1.8022245,0.6086589
5.996,1.8016252,0.60849871
5.997,1.8010254,0.60833847
5.998,1.8004252,0.60817816
5.999,1.7998246,0.60801778
6,1.7992236,0.60785735
6.001,1.7986221,0.60769685
6.002,1.7980202,0.60753629
6.003,1.7974179,0.60737567
6.004,1.7968152,0.60721499
6.005,1.7962121,0.60705425
6.006,1.7956086,0.60689345
6.007,1.7950047,0.60673259
6.008,1.7944004,0.60657168
6.009,1.7937957,0.60641071
6.01,1.7931906,0.60624969
6.011,1.7925852,0.60608861
6.012,1.7919794,0.60592747
6.013,1.7913732,0.60576629
6.014,1.7907667,0.60560505
6.015,1.7901598,0.60544375
6.016,1.7895525,0.60528241
6.017,1.7889449,0.60512101
6.018,1.7883369,0.60495957
6.019,1.7877286,0.60479807
6.02,1.78712,0.60463653
6.021,1.786511,0.60447493
6.022,1.7859017,0.60431329
6.023,1.7852921,0.6041516
6.024,1.7846822,0.60398987
6.025,1.7840719,0.60382809
6.026,1.7834613,0.60366626
6.027,1.7828505,0.60350439
6.028,1.7822393,0.60334248
6.029,1.7816278,0.60318052
6.03,1.781016,0.60301851
6.031,1.7804039,0.60285647
6.032,1.7797915,0.60269438
6.033,1.7791789,0.60253225
6.034,1.7785659,0.60237008
6.035,1.7779527,0.60220787
6.036,1.7773392,0.60204562
6.037,1.7767254,0.60188334
6.038,1.7761114,0.60172101
6.039,1.7754971,0.60155864
6.04,1.7748825,0.60139624
6.041,1.7742677,0.6012338
6.042,1.7736527,0.60107133
6.043,1.7730373,0.60090881
6.044,1.7724218,0.60074626
6.045,1.771806,0.60058368
6.046,1.7711899,0.60042107
6.047,1.7705736,0.60025841
6.048,1.7699571,0.60009573
6.049,1.7693404,0.59993301
6.05,1.7687234,0.59977026
6.051,1.7681062,0.59960748
6.052,1.7674888,0.59944467
6.053,1.7668711,0.59928182
6.054,1.7662533,0.59911895
6.055,1.7656352,0.59895604
6.056,1.765017,0.59879311
6.057,1.7643985,0.59863015
6.058,1.7637798,0.59846715
6.059,1.763161,0.59830413
6.06,1.7625419,0.59814109
6.061,1.7619227,0.59797801
6.062,1.7613032,0.59781491
6.063,1.7606836,0.59765178
6.064,1.7600638,0.59748863
6.065,1.7594438,0.59732545
6.066,1.7588237,0.59716224
6.067,1.7582034,0.59699901
6.068,1.7575829,0.59683576
6.069,1.7569622,0.59667248
6.07,1.7563414,0.59650918
6.071,1.7557204,0.59634586
6.072,1.7550992,0.59618252
6.073,1.7544779,0.59601915
6.074,1.7538565,0.59585576
6.075,1.7532349,0.59569235
6.076,1.7526131,0.59552892
6.077,1.7519912,0.59536547
6.078,1.7513692,0.595202
6.079,1.750747,0.59503851
6.08,1.7501247,0.594875
6.081,1.7495023,0.59471147
6.082,1.7488797,0.59454792
6.083,1.748257,0.59438436
6.084,1.7476342,0.59422078
6.085,1.7470112,0.59405718
6.086,1.7463882,0.59389356
6.087,1.745765,0.59372993
6.088,1.7451417,0.59356628
6.089,1.7445183,0.59340261
6.09,1.7438947,0.59323893
6.091,1.7432711,0.59307524
6.092,1.7426474,0.59291153
6.093,1.7420235,0.59274781
6.094,1.7413996,0.59258407
6.095,1.7407756,0.59242032
6.096,1.7401514,0.59225656
6.097,1.7395272,0.59209278
6.098,1.7389029,0.59192899
6.099,1.7382785,0.59176519
6.1,1.737654,0.59160138
6.101,1.7370295,0.59143755
6.102,1.7364048,0.59127372
6.103,1.7357801,0.59110987
6.104,1.7351553,0.59094602
6.105,1.7345304,0.59078215
6.106,1.7339055,0.59061827
6.107,1.7332805,0.59045439
6.108,1.7326554,0.59029049
6.109,1.7320303,0.59012659
6.11,1.7314051,0.58996268
6.111,1.7307798,0.58979876
6.112,1.7301545,0.58963483
6.113,1.7295291,0.58947089
6.114,1.7289036,0.58930695
6.115,1.7282781,0.589143
6.116,1.7276526,0.58897904
6.117,1.727027,0.58881508
6.118,1.7264014,0.58865111
6.119,1.7257757,0.58848714
6.12,1.7251499,0.58832316
6.121,1.7245242,0.58815917
6.122,1.7238984,0.58799518
6.123,1.7232725,0.58783119
6.124,1.7226467,0.58766719
6.125,1.7220208,0.58750318
6.126,1.7213948,0.58733918
6.127,1.7207689,0.58717517
6.128,1.7201429,0.58701115
6.129,1.7195169,0.58684714
6.13,1.7188908,0.58668312
6.131,1.7182648,0.5865191
6.132,1.7176387,0.58635507
6.133,1.7170126,0.58619105
6.134,1.7163865,0.58602702
6.135,1.7157604,0.585863
6.136,1.7151343,0.58569897
6.137,1.7145081,0.58553494
6.138,1.713882,0.58537091
6.139,1.7132558,0.58520688
6.14,1.7126297,0.58504285
6.141,1.7120036,0.58487882
6.142,1.7113774,0.5847148
6.143,1.7107513,0.58455077
6.144,1.7101251,0.58438675
6.145,1.709499,0.58422272
6.146,1.7088728,0.5840587
6.147,1.7082467,0.58389468
6.148,1.7076206,0.58373066
6.149,1.7069945,0.58356665
6.15,1.7063684,0.58340264
6.151,1.7057424,0.58323863
6.152,1.7051163,0.58307462
6.153,1.7044903,0.58291062
6.154,1.7038643,0.58274662
6.155,1.7032383,0.58258263
6.156,1.7026124,0.58241864
6.157,1.7019864,0.58225465
6.158,1.7013605,0.58209067
6.159,1.7007347,0.58192669
6.16,1.7001088,0.58176272
6.161,1.699483,0.58159876
6.162,1.6988572,0.5814348
6.163,1.6982315,0.58127085
6.164,1.6976058,0.5811069
6.165,1.6969801,0.58094296
6.166,1.6963545,0.58077902
6.167,1.6957289,0.58061509
6.168,1.6951034,0.58045117
6.169,1.6944779,0.58028726
6.17,1.6938525,0.58012336
6.171,1.6932271,0.57995946
6.172,1.6926018,0.57979557
6.173,1.6919765,0.57963169
6.174,1.6913512,0.57946781
6.175,1.690726,0.57930395
6.176,1.6901009,0.57914009
6.177,1.6894758,0.57897624
6.178,1.6888508,0.57881241
6.179,1.6882259,0.57864858
6.18,1.687601,0.57848476
6.181,1.6869762,0.57832095
6.182,1.6863514,0.57815715
6.183,1.6857267,0.57799336
6.184,1.6851021,0.57782958
6.185,1.6844775,0.57766582
6.186,1.683853,0.57750206
6.187,1.6832286,0.57733831
6.188,1.6826043,0.57717458
6.189,1.68198,0.57701086
6.19,1.6813558,0.57684715
6.191,1.6807317,0.57668345
6.192,1.6801077,0.57651976
6.193,1.6794837,0.57635608
6.194,1.6788598,0.57619242
6.195,1.678236,0.57602877
6.196,1.6776123,0.57586513
6.197,1.6769887,0.57570151
6.198,1.6763651,0.5755379
6.199,1.6757417,0.5753743
6.2,1.6751183,0.57521072
6.201,1.6744951,0.57504715
6.202,1.6738719,0.57488359
6.203,1.6732488,0.57472005
6.204,1.6726258,0.57455652
6.205,1.6720029,0.57439301
6.206,1.6713801,0.57422951
6.207,1.6707573,0.57406602
6.208,1.6701347,0.57390255
6.209,1.6695122,0.5737391
6.21,1.6688898,0.57357566
6.211,1.6682675,0.57341224
6.212,1.6676453,0.57324883
6.213,1.6670232,0.57308544
6.214,1.6664012,0.57292206
6.215,1.6657793,0.57275871
6.216,1.6651575,0.57259536
6.217,1.6645358,0.57243204
6.218,1.6639143,0.57226873
6.219,1.6632928,0.57210543
6.22,1.6626715,0.57194216
6.221,1.6620502,0.5717789
6.222,1.6614291,0.57161566
6.223,1.6608081,0.57145243
6.224,1.6601872,0.57128923
6.225,1.6595665,0.57112604
6.226,1.6589458,0.57096287
6.227,1.6583253,0.57079972
6.228,1.6577049,0.57063658
6.229,1.6570846,0.57047347
6.23,1.6564645,0.57031037
6.231,1.6558444,0.57014729
6.232,1.6552245,0.56998423
6.233,1.6546047,0.56982119
6.234,1.6539851,0.56965817
6.235,1.6533655,0.56949517
6.236,1.6527461,0.56933219
6.237,1.6521269,0.56916923
6.238,1.6515077,0.56900628
6.239,1.6508887,0.56884336
6.24,1.6502699,0.56868046
6.241,1.6496511,0.56851758
6.242,1.6490325,0.56835471
6.243,1.648414,0.56819187
6.244,1.6477957,0.56802905
6.245,1.6471775,0.56786625
6.246,1.6465595,0.56770347
6.247,1.6459416,0.56754072
6.248,1.6453238,0.56737798
6.249,1.6447062,0.56721526
6.25,1.6440887,0.56705257
6.251,1.6434713,0.5668899
6.252,1.6428541,0.56672725
6.253,1.6422371,0.56656462
6.254,1.6416202,0.56640201
6.255,1.6410034,0.56623943
6.256,1.6403868,0.56607687
6.257,1.6397703,0.56591433
6.258,1.639154,0.56575181
6.259,1.6385378,0.56558932
6.26,1.6379218,0.56542685
6.261,1.637306,0.5652644
6.262,1.6366903,0.56510198
6.263,1.6360747,0.56493957
6.264,1.6354593,0.5647772
6.265,1.6348441,0.56461484
6.266,1.634229,0.56445251
6.267,1.6336141,0.5642902
6.268,1.6329993,0.56412792
6.269,1.6323847,0.56396566
6.27,1.6317702,0.56380342
6.271,1.631156,0.56364121
6.272,1.6305418,0.56347902
6.273,1.6299279,0.56331686
6.274,1.6293141,0.56315472
6.275,1.6287004,0.56299261
6.276,1.628087,0.56283052
6.277,1.6274737,0.56266846
6.278,1.6268605,0.56250642
6.279,1.6262475,0.56234441
6.28,1.6256347,0.56218242
6.281,1.6250221,0.56202046
6.282,1.6244096,0.56185852
6.283,1.6237973,0.56169661
6.284,1.6231852,0.56153472
6.285,1.6225733,0.56137286
6.286,1.6219615,0.56121103
6.287,1.6213499,0.56104922
6.288,1.6207385,0.56088744
6.289,1.6201272,0.56072569
6.29,1.6195161,0.56056396
6.291,1.6189052,0.56040225
6.292,1.6182945,0.56024058
6.293,1.6176839,0.56007893
6.294,1.6170736,0.55991731
6.295,1.6164634,0.55975571
6.296,1.6158534,0.55959414
6.297,1.6152435,0.5594326
6.298,1.6146339,0.55927109
6.299,1.6140244,0.5591096
6.3,1.6134151,0.55894815
6.301,1.612806,0.55878671
6.302,1.6121971,0.55862531
6.303,1.6115883,0.55846393
6.304,1.6109798,0.55830259
6.305,1.6103714,0.55814127
6.306,1.6097633,0.55797998
6.307,1.6091553,0.55781871
6.308,1.6085475,0.55765748
6.309,1.6079398,0.55749627
6.31,1.6073324,0.55733509
6.311,1.6067252,0.55717394
6.312,1.6061181,0.55701282
6.313,1.6055113,0.55685173
6.314,1.6049046,0.55669066
6.315,1.6042981,0.55652963
6.316,1.6036919,0.55636862
6.317,1.6030858,0.55620765
6.318,1.6024799,0.5560467
6.319,1.6018742,0.55588578
6.32,1.6012687,0.55572489
6.321,1.6006634,0.55556403
6.322,1.6000583,0.5554032
6.323,1.5994533,0.5552424
6.324,1.5988486,0.55508163
6.325,1.5982441,0.55492089
6.326,1.5976398,0.55476018
6.327,1.5970357,0.5545995
6.328,1.5964317,0.55443885
6.329,1.595828,0.55427823
6.33,1.5952245,0.55411764
6.331,1.5946212,0.55395708
6.332,1.5940181,0.55379655
6.333,1.5934152,0.55363606
6.334,1.5928124,0.55347559
6.335,1.5922099,0.55331515
6.336,1.5916076,0.55315474
6.337,1.5910055,0.55299437
6.338,1.5904036,0.55283403
6.339,1.589802,0.55267371
6.34,1.5892005,0.55251343
6.341,1.5885992,0.55235318
6.342,1.5879981,0.55219296
6.343,1.5873973,0.55203277
6.344,1.5867966,0.55187261
6.345,1.5861962,0.55171249
6.346,1.585596,0.5515524
6.347,1.5849959,0.55139233
6.348,1.5843961,0.5512323
6.349,1.5837965,0.55107231
6.35,1.5831971,0.55091234
6.351,1.582598,0.55075241
6.352,1.581999,0.5505925
6.353,1.5814002,0.55043263
6.354,1.5808017,0.5502728
6.355,1.5802034,0.55011299
6.356,1.5796053,0.54995322
6.357,1.5790074,0.54979348
6.358,1.5784097,0.54963377
6.359,1.5778122,0.54947409
6.36,1.577215,0.54931445
6.361,1.5766179,0.54915484
6.362,1.5760211,0.54899526
6.363,1.5754245,0.54883572
6.364,1.5748281,0.54867621
6.365,1.574232,0.54851673
6.366,1.573636,0.54835728
6.367,1.5730403,0.54819787
6.368,1.5724448,0.54803849
6.369,1.5718495,0.54787915
6.37,1.5712545,0.54771983
6.371,1.5706596,0.54756056
6.372,1.570065,0.54740131
6.373,1.5694706,0.5472421
6.374,1.5688764,0.54708292
6.375,1.5682825,0.54692378
6.376,1.5676887,0.54676467
6.377,1.5670952,0.54660559
6.378,1.5665019,0.54644655
6.379,1.5659089,0.54628754
6.38,1.565316,0.54612856
6.381,1.5647234,0.54596962
6.382,1.5641311,0.54581072
6.383,1.5635389,0.54565185
6.384,1.562947,0.54549301
6.385,1.5623553,0.5453342
6.386,1.5617638,0.54517543
6.387,1.5611725,0.5450167
6.388,1.5605815,0.544858
6.389,1.5599907,0.54469933
6.39,1.5594001,0.5445407
6.391,1.5588098,0.54438211
6.392,1.5582197,0.54422355
6.393,1.5576298,0.54406502
6.394,1.5570402,0.54390653
6.395,1.5564507,0.54374807
6.396,1.5558615,0.54358965
6.397,1.5552726,0.54343127
6.398,1.5546839,0.54327291
6.399,1.5540954,0.5431146
6.4,1.5535071,0.54295632
6.401,1.5529191,0.54279807
6.402,1.5523313,0.54263986
6.403,1.5517437,0.54248169
6.404,1.5511564,0.54232355
6.405,1.5505693,0.54216545
6.406,1.5499824,0.54200738
6.407,1.5493958,0.54184935
6.408,1.5488094,0.54169135
6.409,1.5482233,0.54153339
6.41,1.5476373,0.54137546
6.411,1.5470516,0.54121757
6.412,1.5464662,0.54105972
6.413,1.545881,0.5409019
6.414,1.545296,0.54074412
6.415,1.5447113,0.54058638
6.416,1.5441268,0.54042867
6.417,1.5435425,0.540271
6.418,1.5429585,0.54011336
6.419,1.5423747,0.53995576
6.42,1.5417911,0.5397982
6.421,1.5412078,0.53964067
6.422,1.5406247,0.53948318
6.423,1.5400419,0.53932572
6.424,1.5394593,0.53916831
6.425,1.538877,0.53901092
6.426,1.5382948,0.53885358
6.427,1.537713,0.53869627
6.428,1.5371313,0.538539
6.429,1.5365499,0.53838177
6.43,1.5359688,0.53822457
6.431,1.5353879,0.53806741
6.432,1.5348072,0.53791028
6.433,1.5342268,0.5377532
6.434,1.5336466,0.53759615
6.435,1.5330667,0.53743914
6.436,1.532487,0.53728216
6.437,1.5319075,0.53712522
6.438,1.5313283,0.53696832
6.439,1.5307494,0.53681146
6.44,1.5301706,0.53665463
6.441,1.5295922,0.53649784
6.442,1.5290139,0.53634109
6.443,1.5284359,0.53618437
6.444,1.5278582,0.5360277
6.445,1.5272807,0.53587106
6.446,1.5267035,0.53571446
6.447,1.5261265,0.53555789
6.448,1.5255497,0.53540137
6.449,1.5249732,0.53524488
6.45,1.5243969,0.53508843
6.451,1.5238209,0.53493201
6.452,1.5232451,0.53477564
6.453,1.5226696,0.5346193
6.454,1.5220943,0.534463
6.455,1.5215193,0.53430674
6.456,1.5209445,0.53415051
6.457,1.52037,0.53399433
6.458,1.5197957,0.53383818
6.459,1.5192217,0.53368207
6.46,1.5186479,0.533526
6.461,1.5180743,0.53336997
6.462,1.517501,0.53321397
6.463,1.516928,0.53305801
6.464,1.5163552,0.5329021
6.465,1.5157827,0.53274622
6.466,1.5152104,0.53259037
6.467,1.5146383,0.53243457
6.468,1.5140666,0.53227881
6.469,1.513495,0.53212308
6.47,1.5129237,0.53196739
6.471,1.5123527,0.53181174
6.472,1.5117819,0.53165613
6.473,1.5112114,0.53150056
6.474,1.5106411,0.53134503
6.475,1.5100711,0.53118953
6.476,1.5095013,0.53103408
6.477,1.5089318,0.53087866
6.478,1.5083625,0.53072328
6.479,1.5077935,0.53056794
6.48,1.5072247,0.53041264
6.481,1.5066562,0.53025738
6.482,1.5060879,0.53010216
6.483,1.5055199,0.52994697
6.484,1.5049522,0.52979183
6.485,1.5043847,0.52963672
6.486,1.5038174,0.52948166
6.487,1.5032504,0.52932663
6.488,1.5026837,0.52917164
6.489,1.5021172,0.52901669
6.49,1.501551,0.52886178
6.491,1.500985,0.52870691
6.492,1.5004193,0.52855208
6.493,1.4998538,0.52839729
6.494,1.4992886,0.52824254
6.495,1.4987236,0.52808782
6.496,1.4981589,0.52793315
6.497,1.4975945,0.52777852
6.498,1.4970303,0.52762392
6.499,1.4964664,0.52746937
6.5,1.4959027,0.52731485
6.501,1.4953393,0.52716037
6.502,1.4947761,0.52700594
6.503,1.4942132,0.52685154
6.504,1.4936506,0.52669718
6.505,1.4930882,0.52654287
6.506,1.4925261,0.52638859
6.507,1.4919642,0.52623435
6.508,1.4914026,0.52608015
6.509,1.4908412,0.52592599
6.51,1.4902801,0.52577188
6.511,1.4897192,0.5256178
6.512,1.4891586,0.52546376
6.513,1.4885983,0.52530976
6.514,1.4880382,0.5251558
6.515,1.4874784,0.52500188
6.516,1.4869189,0.524848
6.517,1.4863596,0.52469416
6.518,1.4858005,0.52454036
6.519,1.4852418,0.52438661
6.52,1.4846832,0.52423289
6.521,1.484125,0.52407921
6.522,1.483567,0.52392557
6.523,1.4830092,0.52377197
6.524,1.4824517,0.52361841
6.525,1.4818945,0.5234649
6.526,1.4813375,0.52331142
6.527,1.4807808,0.52315798
6.528,1.4802244,0.52300458
6.529,1.4796682,0.52285123
6.53,1.4791123,0.52269791
6.531,1.4785566,0.52254464
6.532,1.4780012,0.5223914
6.533,1.4774461,0.52223821
6.534,1.4768912,0.52208505
6.535,1.4763366,0.52193194
6.536,1.4757822,0.52177887
6.537,1.4752281,0.52162583
6.538,1.4746743,0.52147284
6.539,1.4741207,0.52131989
6.54,1.4735674,0.52116698
6.541,1.4730143,0.52101411
6.542,1.4724615,0.52086128
6.543,1.471909,0.52070849
6.544,1.4713567,0.52055574
6.545,1.4708047,0.52040303
6.546,1.4702529,0.52025036
6.547,1.4697014,0.52009774
6.548,1.4691502,0.51994515
6.549,1.4685992,0.51979261
6.55,1.4680485,0.51964011
6.551,1.4674981,0.51948764
6.552,1.4669479,0.51933522
6.553,1.466398,0.51918284
6.554,1.4658483,0.5190305
6.555,1.465299,0.5188782
6.556,1.4647498,0.51872594
6.557,1.464201,0.51857372
6.558,1.4636524,0.51842155
6.559,1.463104,0.51826941
6.56,1.4625559,0.51811732
6.561,1.4620081,0.51796526
6.562,1.4614606,0.51781325
6.563,1.4609133,0.51766128
6.564,1.4603663,0.51750935
6.565,1.4598195,0.51735746
6.566,1.459273,0.51720561
6.567,1.4587268,0.51705381
6.568,1.4581808,0.51690204
6.569,1.4576351,0.51675032
6.57,1.4570896,0.51659863
6.571,1.4565444,0.51644699
6.572,1.4559995,0.51629539
6.573,1.4554549,0.51614383
6.574,1.4549105,0.51599232
6.575,1.4543663,0.51584084
6.576,1.4538225,0.5156894
6.577,1.4532789,0.51553801
